stem,group,split,class_id,class_name,jpeg_src,label_src
onion_sample_d_018_v1,onion_sample_d_018,train,1,DAMAGED,data/raw/damaged/onion_sample_d_018_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_018_v1.txt
onion_sample_d_018_v2,onion_sample_d_018,train,1,DAMAGED,data/raw/damaged/onion_sample_d_018_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_018_v2.txt
onion_sample_d_019_v2,onion_sample_d_019,train,1,DAMAGED,data/raw/damaged/onion_sample_d_019_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_019_v2.txt
onion_sample_d_020_v1,onion_sample_d_020,train,1,DAMAGED,data/raw/damaged/onion_sample_d_020_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v1.txt
onion_sample_d_020_v2,onion_sample_d_020,train,1,DAMAGED,data/raw/damaged/onion_sample_d_020_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v2.txt
onion_sample_d_020_v3,onion_sample_d_020,train,1,DAMAGED,data/raw/damaged/onion_sample_d_020_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v3.txt
onion_sample_d_020_v4,onion_sample_d_020,train,1,DAMAGED,data/raw/damaged/onion_sample_d_020_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v4.txt
onion_sample_d_021_v1,onion_sample_d_021,train,1,DAMAGED,data/raw/damaged/onion_sample_d_021_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v1.txt
onion_sample_d_021_v2,onion_sample_d_021,train,1,DAMAGED,data/raw/damaged/onion_sample_d_021_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v2.txt
onion_sample_d_021_v3,onion_sample_d_021,train,1,DAMAGED,data/raw/damaged/onion_sample_d_021_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_021_v3.txt
onion_sample_r_001_v1,onion_sample_r_001,train,2,ROTTEN,data/raw/rotten/onion_sample_r_001_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_001_v1.txt
onion_sample_r_002_v1,onion_sample_r_002,train,2,ROTTEN,data/raw/rotten/onion_sample_r_002_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_002_v1.txt
onion_sample_r_002_v3,onion_sample_r_002,train,2,ROTTEN,data/raw/rotten/onion_sample_r_002_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_002_v3.txt
onion_sample_r_003_v1,onion_sample_r_003,train,2,ROTTEN,data/raw/rotten/onion_sample_r_003_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_003_v1.txt
onion_sample_r_003_v2,onion_sample_r_003,train,2,ROTTEN,data/raw/rotten/onion_sample_r_003_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_003_v2.txt
onion_sample_r_006_v1,onion_sample_r_006,train,2,ROTTEN,data/raw/rotten/onion_sample_r_006_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_006_v1.txt
onion_sample_r_006_v2,onion_sample_r_006,train,2,ROTTEN,data/raw/rotten/onion_sample_r_006_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_006_v2.txt
onion_sample_r_006_v3,onion_sample_r_006,train,2,ROTTEN,data/raw/rotten/onion_sample_r_006_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_006_v3.txt
onion_sample_r_006_v4,onion_sample_r_006,train,2,ROTTEN,data/raw/rotten/onion_sample_r_006_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_r_006_v4.txt
onion_sample_r_007_v1,onion_sample_r_007,train,2,ROTTEN,data/raw/rotten/onion_sample_r_007_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_007_v1.txt
onion_sample_r_008_v1,onion_sample_r_008,train,2,ROTTEN,data/raw/rotten/onion_sample_r_008_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v1.txt
onion_sample_r_008_v2,onion_sample_r_008,train,2,ROTTEN,data/raw/rotten/onion_sample_r_008_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v2.txt
onion_sample_r_008_v3,onion_sample_r_008,train,2,ROTTEN,data/raw/rotten/onion_sample_r_008_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v3.txt
onion_sample_r_008_v4,onion_sample_r_008,train,2,ROTTEN,data/raw/rotten/onion_sample_r_008_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v4.txt
onion_sample_r_009_v1,onion_sample_r_009,train,2,ROTTEN,data/raw/rotten/onion_sample_r_009_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_009_v1.txt
onion_sample_r_010_v1,onion_sample_r_010,train,2,ROTTEN,data/raw/rotten/onion_sample_r_010_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_r_010_v1.txt
onion_sample_r_010_v3,onion_sample_r_010,train,2,ROTTEN,data/raw/rotten/onion_sample_r_010_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_r_010_v3.txt
onion_sample_r_010_v4,onion_sample_r_010,train,2,ROTTEN,data/raw/rotten/onion_sample_r_010_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_r_010_v4.txt
onion_sample_r_012_v1,onion_sample_r_012,train,2,ROTTEN,data/raw/rotten/onion_sample_r_012_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_012_v1.txt
onion_sample_r_012_v2,onion_sample_r_012,train,2,ROTTEN,data/raw/rotten/onion_sample_r_012_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_012_v2.txt
onion_sample_r_012_v3,onion_sample_r_012,train,2,ROTTEN,data/raw/rotten/onion_sample_r_012_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_r_012_v3.txt
onion_sample_r_012_v4,onion_sample_r_012,train,2,ROTTEN,data/raw/rotten/onion_sample_r_012_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_012_v4.txt
onion_sample_r_013_v1,onion_sample_r_013,train,2,ROTTEN,data/raw/rotten/onion_sample_r_013_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_013_v1.txt
onion_sample_r_013_v2,onion_sample_r_013,train,2,ROTTEN,data/raw/rotten/onion_sample_r_013_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_013_v2.txt
onion_sample_r_013_v3,onion_sample_r_013,train,2,ROTTEN,data/raw/rotten/onion_sample_r_013_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_013_v3.txt
onion_sample_r_014_v1,onion_sample_r_014,train,2,ROTTEN,data/raw/rotten/onion_sample_r_014_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_014_v1.txt
onion_sample_r_015_v2,onion_sample_r_015,train,2,ROTTEN,data/raw/rotten/onion_sample_r_015_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_015_v2.txt
onion_sample_r_016_v1,onion_sample_r_016,train,2,ROTTEN,data/raw/rotten/onion_sample_r_016_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v1.txt
onion_sample_r_016_v2,onion_sample_r_016,train,2,ROTTEN,data/raw/rotten/onion_sample_r_016_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v2.txt
onion_sample_r_016_v3,onion_sample_r_016,train,2,ROTTEN,data/raw/rotten/onion_sample_r_016_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v3.txt
onion_sample_r_016_v4,onion_sample_r_016,train,2,ROTTEN,data/raw/rotten/onion_sample_r_016_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v4.txt
onion_sample_r_018_v1,onion_sample_r_018,train,2,ROTTEN,data/raw/rotten/onion_sample_r_018_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_018_v1.txt
onion_sample_r_020_v1,onion_sample_r_020,train,2,ROTTEN,data/raw/rotten/onion_sample_r_020_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v1.txt
onion_sample_r_020_v2,onion_sample_r_020,train,2,ROTTEN,data/raw/rotten/onion_sample_r_020_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v2.txt
onion_sample_r_020_v3,onion_sample_r_020,train,2,ROTTEN,data/raw/rotten/onion_sample_r_020_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v3.txt
onion_sample_r_020_v4,onion_sample_r_020,train,2,ROTTEN,data/raw/rotten/onion_sample_r_020_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v4.txt
onion_sample_r_022_v1,onion_sample_r_022,train,2,ROTTEN,data/raw/rotten/onion_sample_r_022_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_022_v1.txt
onion_sample_r_022_v2,onion_sample_r_022,train,2,ROTTEN,data/raw/rotten/onion_sample_r_022_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_022_v2.txt
onion_sample_r_022_v3,onion_sample_r_022,train,2,ROTTEN,data/raw/rotten/onion_sample_r_022_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_022_v3.txt
onion_sample_r_022_v4,onion_sample_r_022,train,2,ROTTEN,data/raw/rotten/onion_sample_r_022_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_022_v4.txt
onion_sample_r_024_v1,onion_sample_r_024,train,2,ROTTEN,data/raw/rotten/onion_sample_r_024_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v1.txt
onion_sample_r_024_v2,onion_sample_r_024,train,2,ROTTEN,data/raw/rotten/onion_sample_r_024_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v2.txt
onion_sample_r_024_v3,onion_sample_r_024,train,2,ROTTEN,data/raw/rotten/onion_sample_r_024_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v3.txt
onion_sample_r_024_v4,onion_sample_r_024,train,2,ROTTEN,data/raw/rotten/onion_sample_r_024_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_024_v4.txt
onion_sample_r_025_v1,onion_sample_r_025,train,2,ROTTEN,data/raw/damaged/onion_sample_r_025_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_025_v1.txt
onion_sample_r_026_v1,onion_sample_r_026,train,2,ROTTEN,data/raw/rotten/onion_sample_r_026_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_026_v1.txt
onion_sample_r_026_v2,onion_sample_r_026,train,2,ROTTEN,data/raw/rotten/onion_sample_r_026_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_026_v2.txt
onion_sample_r_027_v1,onion_sample_r_027,train,2,ROTTEN,data/raw/rotten/onion_sample_r_027_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_027_v1.txt
onion_sample_s_003_v1,onion_sample_s_003,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_003_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_003_v1.txt
onion_sample_s_003_v2,onion_sample_s_003,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_003_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_003_v2.txt
onion_sample_s_003_v3,onion_sample_s_003,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_003_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_003_v3.txt
onion_sample_s_007_v1,onion_sample_s_007,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_007_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v1.txt
onion_sample_s_007_v2,onion_sample_s_007,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_007_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v2.txt
onion_sample_s_007_v3,onion_sample_s_007,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_007_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v3.txt
onion_sample_s_007_v4,onion_sample_s_007,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_007_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_007_v4.txt
onion_sample_s_008_v1,onion_sample_s_008,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_008_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v1.txt
onion_sample_s_008_v2,onion_sample_s_008,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_008_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v2.txt
onion_sample_s_008_v3,onion_sample_s_008,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_008_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v3.txt
onion_sample_s_008_v4,onion_sample_s_008,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_008_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_008_v4.txt
onion_sample_s_009_v1,onion_sample_s_009,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_009_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_009_v1.txt
onion_sample_s_009_v2,onion_sample_s_009,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_009_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_009_v2.txt
onion_sample_s_010_v1,onion_sample_s_010,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_010_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_010_v1.txt
onion_sample_s_010_v2,onion_sample_s_010,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_010_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_010_v2.txt
onion_sample_s_010_v4,onion_sample_s_010,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_010_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_010_v4.txt
onion_sample_s_012_v1,onion_sample_s_012,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_012_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v1.txt
onion_sample_s_012_v2,onion_sample_s_012,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_012_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v2.txt
onion_sample_s_012_v3,onion_sample_s_012,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_012_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v3.txt
onion_sample_s_012_v4,onion_sample_s_012,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_012_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v4.txt
onion_sample_s_013_v1,onion_sample_s_013,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_013_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v1.txt
onion_sample_s_013_v2,onion_sample_s_013,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_013_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v2.txt
onion_sample_s_013_v3,onion_sample_s_013,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_013_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v3.txt
onion_sample_s_013_v4,onion_sample_s_013,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_013_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v4.txt
onion_sample_s_015_v1,onion_sample_s_015,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_015_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v1.txt
onion_sample_s_015_v2,onion_sample_s_015,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_015_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v2.txt
onion_sample_s_015_v3,onion_sample_s_015,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_015_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v3.txt
onion_sample_s_015_v4,onion_sample_s_015,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_015_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_015_v4.txt
onion_sample_s_016_v1,onion_sample_s_016,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_016_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v1.txt
onion_sample_s_016_v2,onion_sample_s_016,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_016_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v2.txt
onion_sample_s_016_v3,onion_sample_s_016,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_016_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v3.txt
onion_sample_s_016_v4,onion_sample_s_016,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_016_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_016_v4.txt
onion_sample_s_017_v2,onion_sample_s_017,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_017_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_017_v2.txt
onion_sample_s_017_v3,onion_sample_s_017,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_017_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_017_v3.txt
onion_sample_s_017_v4,onion_sample_s_017,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_017_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_017_v4.txt
onion_sample_s_018_v1,onion_sample_s_018,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_018_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_018_v1.txt
onion_sample_s_018_v2,onion_sample_s_018,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_018_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_018_v2.txt
onion_sample_s_018_v3,onion_sample_s_018,train,3,SPROUTED,data/raw/sprouted/onion_sample_s_018_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_018_v3.txt
onion_sample_010_v2,onion_sample_010,val,0,HEALTHY,data/raw/healthy/onion_sample_010_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_010_v2.txt
onion_sample_010_v3,onion_sample_010,val,0,HEALTHY,data/raw/healthy/onion_sample_010_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_010_v3.txt
onion_sample_010_v4,onion_sample_010,val,0,HEALTHY,data/raw/healthy/onion_sample_010_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_010_v4.txt
onion_sample_019_v1,onion_sample_019,val,0,HEALTHY,data/raw/healthy/onion_sample_019_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_019_v1.txt
onion_sample_019_v2,onion_sample_019,val,0,HEALTHY,data/raw/healthy/onion_sample_019_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_019_v2.txt
onion_sample_019_v3,onion_sample_019,val,0,HEALTHY,data/raw/healthy/onion_sample_019_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_019_v3.txt
onion_sample_019_v4,onion_sample_019,val,0,HEALTHY,data/raw/healthy/onion_sample_019_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_019_v4.txt
onion_sample_022_v1,onion_sample_022,val,0,HEALTHY,data/raw/healthy/onion_sample_022_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_022_v1.txt
onion_sample_022_v2,onion_sample_022,val,0,HEALTHY,data/raw/healthy/onion_sample_022_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_022_v2.txt
onion_sample_022_v3,onion_sample_022,val,0,HEALTHY,data/raw/healthy/onion_sample_022_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_022_v3.txt
onion_sample_022_v4,onion_sample_022,val,0,HEALTHY,data/raw/healthy/onion_sample_022_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_022_v4.txt
onion_sample_032_v1,onion_sample_032,val,0,HEALTHY,data/raw/healthy/onion_sample_032_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v1.txt
onion_sample_032_v2,onion_sample_032,val,0,HEALTHY,data/raw/healthy/onion_sample_032_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v2.txt
onion_sample_032_v3,onion_sample_032,val,0,HEALTHY,data/raw/healthy/onion_sample_032_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v3.txt
onion_sample_032_v4,onion_sample_032,val,0,HEALTHY,data/raw/healthy/onion_sample_032_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v4.txt
onion_sample_d_002_v1,onion_sample_d_002,val,2,ROTTEN,data/raw/damaged/onion_sample_d_002_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_002_v1.txt
onion_sample_d_003_v1,onion_sample_d_003,val,1,DAMAGED,data/raw/damaged/onion_sample_d_003_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_003_v1.txt
onion_sample_d_006_v1,onion_sample_d_006,val,2,ROTTEN,data/raw/damaged/onion_sample_d_006_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_006_v1.txt
onion_sample_d_006_v3,onion_sample_d_006,val,2,ROTTEN,data/raw/damaged/onion_sample_d_006_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_006_v3.txt
onion_sample_d_006_v4,onion_sample_d_006,val,2,ROTTEN,data/raw/damaged/onion_sample_d_006_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_006_v4.txt
onion_sample_d_010_v1,onion_sample_d_010,val,0,HEALTHY,data/raw/damaged/onion_sample_d_010_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v1.txt
onion_sample_d_010_v2,onion_sample_d_010,val,0,HEALTHY,data/raw/damaged/onion_sample_d_010_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v2.txt
onion_sample_d_010_v3,onion_sample_d_010,val,0,HEALTHY,data/raw/damaged/onion_sample_d_010_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v3.txt
onion_sample_d_010_v4,onion_sample_d_010,val,0,HEALTHY,data/raw/damaged/onion_sample_d_010_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_d_010_v4.txt
onion_sample_d_014_v1,onion_sample_d_014,val,1,DAMAGED,data/raw/damaged/onion_sample_d_014_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v1.txt
onion_sample_d_014_v2,onion_sample_d_014,val,1,DAMAGED,data/raw/damaged/onion_sample_d_014_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v2.txt
onion_sample_d_014_v3,onion_sample_d_014,val,1,DAMAGED,data/raw/damaged/onion_sample_d_014_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v3.txt
onion_sample_d_014_v4,onion_sample_d_014,val,1,DAMAGED,data/raw/damaged/onion_sample_d_014_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v4.txt
onion_sample_d_017_v1,onion_sample_d_017,val,1,DAMAGED,data/raw/damaged/onion_sample_d_017_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v1.txt
onion_sample_d_017_v2,onion_sample_d_017,val,1,DAMAGED,data/raw/damaged/onion_sample_d_017_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v2.txt
onion_sample_d_017_v3,onion_sample_d_017,val,1,DAMAGED,data/raw/damaged/onion_sample_d_017_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v3.txt
onion_sample_d_017_v4,onion_sample_d_017,val,1,DAMAGED,data/raw/damaged/onion_sample_d_017_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v4.txt
onion_sample_r_004_v1,onion_sample_r_004,val,2,ROTTEN,data/raw/rotten/onion_sample_r_004_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v1.txt
onion_sample_r_004_v2,onion_sample_r_004,val,2,ROTTEN,data/raw/rotten/onion_sample_r_004_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v2.txt
onion_sample_r_004_v3,onion_sample_r_004,val,2,ROTTEN,data/raw/rotten/onion_sample_r_004_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v3.txt
onion_sample_r_004_v4,onion_sample_r_004,val,2,ROTTEN,data/raw/rotten/onion_sample_r_004_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v4.txt
onion_sample_s_011_v1,onion_sample_s_011,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_011_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v1.txt
onion_sample_s_011_v2,onion_sample_s_011,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_011_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v2.txt
onion_sample_s_011_v3,onion_sample_s_011,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_011_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v3.txt
onion_sample_s_011_v4,onion_sample_s_011,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_011_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_011_v4.txt
onion_sample_s-014_v1,onion_sample_s_014,val,3,SPROUTED,data/raw/sprouted/onion_sample_s-014_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s-014_v1.txt
onion_sample_s_014_v2,onion_sample_s_014,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_014_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_014_v2.txt
onion_sample_s_014_v3,onion_sample_s_014,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_014_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_014_v3.txt
onion_sample_s_014_v4,onion_sample_s_014,val,3,SPROUTED,data/raw/sprouted/onion_sample_s_014_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_014_v4.txt
