stem,group,split,class_id,class_name,source,image_src,label_src,image_sha256
onion_sample_024_v4,onion_sample_024,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_024_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_024_v4.txt,84c16c728b603f3af7d9ec2e5111fb23d5407e77d33335fc35ee18d5cbb8cc7e
onion_sample_025_v1,onion_sample_025,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_025_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_025_v1.txt,03ebb5f1a1690b1532badc36d839a0655436bb2cfc5c7fedde3b98b4d7df946c
onion_sample_025_v2,onion_sample_025,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_025_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_025_v2.txt,7db093465e5aaa9fd7a7b1fdbb6b75532dad516497ba1dc31f5ca5c28c9c4515
onion_sample_025_v3,onion_sample_025,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_025_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_025_v3.txt,529c52035f5ef181a75e2688a7656491f50971465c080d645e7f464aa3fea919
onion_sample_025_v4,onion_sample_025,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_025_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_025_v4.txt,871da0fe917425e64223baf509b428c9a01a3f3bf64f9d5565698d5e2324a018
onion_sample_027_v1,onion_sample_027,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_027_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_027_v1.txt,0a7e130fbb85b83d45b0a09b23517524d639f11ac3c6afff9d4f71772954f3f8
onion_sample_027_v2,onion_sample_027,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_027_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_027_v2.txt,240318e6fa7c8ef46be344fa813ba3ae84461ad6fc2916eed3f4e3a454a58a0f
onion_sample_027_v3,onion_sample_027,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_027_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_027_v3.txt,9e2a8c5b3e110f537d08015ecf340a933952c7f7b06ae0752b8435a19f678ac2
onion_sample_027_v4,onion_sample_027,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_027_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_027_v4.txt,39179259764348d496eb21860abc26216c3568b0589784418477135101e8a548
onion_sample_029_v1,onion_sample_029,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_029_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_029_v1.txt,d424ae7205cb5110c99e75e7eef0e89d34115842d88d032cceb4142993f97e4b
onion_sample_029_v2,onion_sample_029,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_029_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_029_v2.txt,bed63de45feb3825454d2f621994b2dd6fee35abac71fa04edb4ed34bcc65d05
onion_sample_029_v3,onion_sample_029,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_029_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_029_v3.txt,48da4c086e0515b6fb7d36d671f55b3c692554977db27f9ce5d0f0400c175299
onion_sample_029_v4,onion_sample_029,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_029_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_029_v4.txt,09ed395defe23d5d0bd6a3b6ac85ea0974a9aec0e8b6f0ef5fc467a75d295d6b
onion_sample_031_v1,onion_sample_031,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_031_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_031_v1.txt,4061b04cdf60305296c7fb1e44f7e003a13430a4c48aa3dec1782fa78bec683f
onion_sample_031_v2,onion_sample_031,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_031_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_031_v2.txt,264b233da976b6a128d3682c7146cb74f3a26624b037e0b9812c6ec7b00ea255
onion_sample_031_v3,onion_sample_031,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_031_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_031_v3.txt,0aa7da67c85bee6d6ad86ddb912807784aad6c55d2104159e7a9049825d713d7
onion_sample_032_v1,onion_sample_032,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_032_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v1.txt,aa3c3ee36aa6ecdddfd4caf375c6b58cad5c21e0bbfcfeefbaa90e5d26b40e60
onion_sample_032_v2,onion_sample_032,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_032_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v2.txt,a925aec454543afb9ed0f5d6edbb2d6de1ae9310a683c5b91708db7a55ddc249
onion_sample_032_v3,onion_sample_032,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_032_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v3.txt,48c2a9c5bec08a174db4809e7b361f10f3785019594512953e640e27209532c3
onion_sample_032_v4,onion_sample_032,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_032_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_032_v4.txt,74380883fa88b27a32bd388cb2d29f376edb57ca8107742932c3f8cfdcd6de5c
onion_sample_033_v1,onion_sample_033,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_033_v1.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_033_v1.txt,3a27aff43802eaf49af9fc0a716d4e3544c92f81dae79bcf74eb8042ba2cb3ec
onion_sample_033_v2,onion_sample_033,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_033_v2.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_033_v2.txt,81f308865f05f30b0c98059c18fa9b15c1307234e1975a36915ac7e254406afd
onion_sample_033_v3,onion_sample_033,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_033_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_033_v3.txt,eaa8c953fc266328247890a467477af492b66f6300ddc31ebb45641fb5ce8b40
onion_sample_033_v4,onion_sample_033,train,0,HEALTHY,raw+pending,data/raw/healthy/onion_sample_033_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_033_v4.txt,3a6240d88e5b3d8d10541e9448c4e1cef43e99ea93c2ac51b4f45c2a7a349fd9
onion_sample_d_001_v1,onion_sample_d_001,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_001_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_001_v1.txt,194beeaefc769c115550ac8cf3fe4ec010a44534aa7b98356cf8f14ec34e65ab
onion_sample_d_001_v2,onion_sample_d_001,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_001_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_001_v2.txt,94961f612e97882da88a0fa0284919e63b4e1cce3537cfd357efb5d34a51c41c
onion_sample_d_001_v3,onion_sample_d_001,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_001_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_001_v3.txt,88fc54b0aed88fd949d103101ed88ba994842b8693d3c36052718e4f9f568a7b
onion_sample_d_001_v4,onion_sample_d_001,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_001_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_001_v4.txt,4101671151a3d80aabae19adc43b17932ecc8ea7880e7404f6cde4cd6828b35a
onion_sample_d_002_v1,onion_sample_d_002,train,2,ROTTEN,raw+pending,data/raw/damaged/onion_sample_d_002_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_002_v1.txt,13f8b53bddf44fbc1ff0cc79f47c1a9fa38f1877a7e30c18ca67c9668094dfff
onion_sample_d_003_v1,onion_sample_d_003,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_003_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_003_v1.txt,6b3cbe413e20e3da7412209eaaa4f245110918a89e27250ee60cbe70d21477f6
onion_sample_d_004_v1,onion_sample_d_004,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_004_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_004_v1.txt,1027a98ff007bea1a8646378dc7fd99e71d09b7acd6dd689622c2b9c3b3ce394
onion_sample_d_004_v2,onion_sample_d_004,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_004_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_004_v2.txt,2fe23ae8caf57728b0484afe1487a6ae1de10e545eed11991867bbcf7abc3aa8
onion_sample_d_004_v3,onion_sample_d_004,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_004_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_004_v3.txt,4637621a79cd2930bbd044abf009c1abd898832e0fabb023d3f137fda9977fe5
onion_sample_d_004_v4,onion_sample_d_004,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_004_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_004_v4.txt,336118c23800f890899c51871f7b985cad57457337cac0475403056423111d9e
onion_sample_d_006_v1,onion_sample_d_006,train,2,ROTTEN,raw+pending,data/raw/damaged/onion_sample_d_006_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_006_v1.txt,a8b01d1920e427c6a07d6345675d1c561a981821808882c415351a9a32cb5029
onion_sample_d_006_v3,onion_sample_d_006,train,2,ROTTEN,raw+pending,data/raw/damaged/onion_sample_d_006_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_006_v3.txt,dfccdf1eed19ef74ee6cedb13b641e19c0a4a32234523596f2d2203d0db9e984
onion_sample_d_006_v4,onion_sample_d_006,train,2,ROTTEN,raw+pending,data/raw/damaged/onion_sample_d_006_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_d_006_v4.txt,eb5542097c345d4c8825aae6338de622340d04d85fbc48dc4f2b42e7e9d269a5
onion_sample_d_007_v3,onion_sample_d_007,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_007_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_007_v3.txt,c9eb930364130115cf94ace02b63f0a9bc58fb82018b60e91e6a9be4d258c7ec
onion_sample_d_008_v1,onion_sample_d_008,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_008_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_008_v1.txt,cd3b4b2eba2bf06726a956f9a8611713c32fc04e5ef0029ac7f019320bbf5ceb
onion_sample_d_008_v2,onion_sample_d_008,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_008_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_008_v2.txt,8523b289587fd49f3dcc3ba81bf6fcf12dd6ae6faa3c32198af3fbdcf705a431
onion_sample_d_011_v1,onion_sample_d_011,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_011_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_011_v1.txt,f2ff2c448c4b903fde81226539cda4c76770e51e6e9f4766c6eb6bba4d5de87b
onion_sample_d_011_v2,onion_sample_d_011,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_011_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_011_v2.txt,8e9ff3cccbd773715a3e14f166d03343699a224f8f02305f375ccf6100405799
onion_sample_d_011_v3,onion_sample_d_011,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_011_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_011_v3.txt,3e79c1b07936f3a3518d0c202e9e89c7854c8e7c54c5f0797f17857ea2859531
onion_sample_d_013_v4,onion_sample_d_013,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_013_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_013_v4.txt,d02747d13b092e691a3c1ec7dc3c002a1d9378a7bc1e9a605373e369a6a7b075
onion_sample_d_014_v1,onion_sample_d_014,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_014_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v1.txt,648474e7b73ccb17974be526ab853376ddc76c647119f0ceab1f9517cd966226
onion_sample_d_014_v2,onion_sample_d_014,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_014_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v2.txt,14234a77d4998c8f2f6d8fd7eafd2cd716266cffdb1d93753c4330a154478ae1
onion_sample_d_014_v3,onion_sample_d_014,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_014_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v3.txt,4b077aaa57bc5faf6a664b8bf20ec827915f007641c8a24ab7db05c7cb5faf02
onion_sample_d_014_v4,onion_sample_d_014,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_014_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_014_v4.txt,dea56afb73c880fa7341e703410c26fc10bdfd8240454de30831a789e6bd6f47
onion_sample_d_016_v1,onion_sample_d_016,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_016_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_016_v1.txt,e48d393ae2adb3f6c97e345c7624875696b32116c34444cc8201cf96233d54d2
onion_sample_d_016_v2,onion_sample_d_016,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_016_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_016_v2.txt,7fd70e2f80492fca94ce4eeac683264839100dbbf7a7da43cc6cfc75c539519f
onion_sample_d_016_v3,onion_sample_d_016,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_016_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_016_v3.txt,eea486944cb9b4e6aec6baf5e961f46eb2ed798f8ff5c4f26d133a1153e0ab16
onion_sample_d_016_v4,onion_sample_d_016,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_016_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_016_v4.txt,3e1bcc9b1d678a73f910b749917fa62c74a804bfb7f88e02a4fa468e7c49de97
onion_sample_d_017_v1,onion_sample_d_017,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_017_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v1.txt,ba4aec80961c615c5c59874265a25f3c8c3ce8bbb43b68ce5ddba6539c81b93d
onion_sample_d_017_v2,onion_sample_d_017,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_017_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v2.txt,ebf23883238f4c672f7e93d9cd9684632ab0ae5336dbc0d4cdae33fa71f5a795
onion_sample_d_017_v3,onion_sample_d_017,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_017_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v3.txt,a08b82d344772bf9d17c9432c60a1b2b6fc5fa0b56f4a0986860cdd444464470
onion_sample_d_017_v4,onion_sample_d_017,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_017_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_017_v4.txt,f509d4b42659d6c0bca45064626efba9b4297be725a2218c9c06056fbe82f022
onion_sample_d_018_v1,onion_sample_d_018,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_018_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_018_v1.txt,651e94b6cd808aceadcfc60cfb07ae8ff26e6bf6ad5de722aea1d59fb8faca74
onion_sample_d_018_v2,onion_sample_d_018,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_018_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_018_v2.txt,e9ce3c63aea79556a09779c1a0bac8b9e57b611dbde181ffbd4d3013694909f8
onion_sample_d_019_v2,onion_sample_d_019,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_019_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_019_v2.txt,e9c5cc54309f133c7cae6a7a6182b4463f67b39b09391319c92dbb2a7728d667
onion_sample_d_020_v1,onion_sample_d_020,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_020_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v1.txt,3ca08b3b5254dc0a41397be202e0b279a9dc071e806477058b4f2e2d03b8895d
onion_sample_d_020_v2,onion_sample_d_020,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_020_v2.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v2.txt,c17e4073903a9828cecd24f4385159bb583da2116e765ca257fc4226ae49ba70
onion_sample_d_020_v3,onion_sample_d_020,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_020_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v3.txt,e7ca33bff0802f418ef2856b429d275403ea2898eca70c8b87a41f33e2a9d812
onion_sample_d_020_v4,onion_sample_d_020,train,1,DAMAGED,raw+pending,data/raw/damaged/onion_sample_d_020_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_d_020_v4.txt,919c1d976348213ff272dd29cad6f5c2b92f7a8a5dfca7e5330919d95519285f
onion_sample_r_001_v1,onion_sample_r_001,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_001_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_001_v1.txt,bf18cfc32c39fe68e1f9fe43de9235751a9b2dc530e0b08f3ad70b01a7ad418d
onion_sample_r_002_v1,onion_sample_r_002,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_002_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_002_v1.txt,c634e86ada2cc4fbce98612af8061c6d472881ecde3fb972aa921901ab55b239
onion_sample_r_002_v3,onion_sample_r_002,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_002_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_002_v3.txt,46ce7329b30f63740d567870759f68e40e21d675d43dd036b2a369a17d5d4f73
onion_sample_r_003_v1,onion_sample_r_003,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_003_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_003_v1.txt,e77ae68588de246ae197e1f4d163d59f98c4807ae79e6f75ea25a7b95107e407
onion_sample_r_003_v2,onion_sample_r_003,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_003_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_003_v2.txt,5ec9d833a47819c052724a660058d246e92b56b92a8dcd404a6a369451c5cd7a
onion_sample_r_006_v1,onion_sample_r_006,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_006_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_006_v1.txt,fc1fc0e40e9c244cd00e821fa86794e6d8f0a51a80dcaf47273547ee7f0f2ec0
onion_sample_r_006_v2,onion_sample_r_006,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_006_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_006_v2.txt,6abe839152878694c67232451c841926c265c148c271d1d25d04622da9c17449
onion_sample_r_006_v3,onion_sample_r_006,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_006_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_006_v3.txt,ad9e82f0271bcc1ed6dfee5a2837cf9b672e00ff71a22a5bb594035b30edb340
onion_sample_r_006_v4,onion_sample_r_006,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_006_v4.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_r_006_v4.txt,1a1c602be8cc5e506a5f25433a325b3178ac5cf2799896d880cdb80957b92afd
onion_sample_r_007_v1,onion_sample_r_007,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_007_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_007_v1.txt,35b25306d7decf8c705db04132820450ff61d4b418b670b338cb2d9e8bf94eac
onion_sample_r_009_v1,onion_sample_r_009,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_009_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_009_v1.txt,a8d57a6c607a8e92f72ee1d792524bbe85f7d4a799286a06887bfacf87bcc6f6
onion_sample_r_010_v1,onion_sample_r_010,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_010_v1.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_r_010_v1.txt,2aecbbf58bbacace8f21cdd164f018b1a31af6be3acb0f186e55d9d6c794a8e6
onion_sample_r_010_v3,onion_sample_r_010,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_010_v3.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_r_010_v3.txt,7feedbd5dfda9b3253c47db345ad67b9232bfe893fb05306564dc8f67597f9ab
onion_sample_r_010_v4,onion_sample_r_010,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_010_v4.jpeg,data/processed/yolo/labels_pending/damaged/onion_sample_r_010_v4.txt,31f8609500be0497219040b85322c12e71eac27e1fa32b3868ca0049b9ecf923
onion_sample_r_012_v1,onion_sample_r_012,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_012_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_012_v1.txt,4744eef7cbd99b4867ea1e34811cab497e776f165857df13f0d3423c8fb4f808
onion_sample_r_012_v2,onion_sample_r_012,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_012_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_012_v2.txt,0046b135cf7c68ed0a49b844ef584db84c9e4658442d499a12b88d5433672147
onion_sample_r_012_v3,onion_sample_r_012,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_012_v3.jpeg,data/processed/yolo/labels_pending/healthy/onion_sample_r_012_v3.txt,ed01ff33354895111a4b38e9294022ce947c91ef45d64ef60477562f260bc0c6
onion_sample_r_012_v4,onion_sample_r_012,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_012_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_012_v4.txt,90a33ba58d40bf0f6f1ecec8281ad8f9161eaf26271bc23304b14e058fceb8a8
onion_sample_r_013_v1,onion_sample_r_013,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_013_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_013_v1.txt,9cb03c1efe6b5332ffedd819d084a1041858133254b4ccef898ef593f7b94936
onion_sample_r_013_v2,onion_sample_r_013,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_013_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_013_v2.txt,640739794e78c035c34b10dab01c2b5f02933316a21a63efeb68d82b2c551561
onion_sample_r_013_v3,onion_sample_r_013,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_013_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_013_v3.txt,ecedab8b01feee1bcc9a018cb63e573ed970c3ca31d4c0d04ee3c3d215b4ccd7
onion_sample_r_014_v1,onion_sample_r_014,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_014_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_014_v1.txt,2fd34246d769c40b4b8656798383fa499ff2a1585026fe34f6833a75e1b0fd81
onion_sample_r_015_v2,onion_sample_r_015,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_015_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_015_v2.txt,79456111b608dca1429439e4bea671208ddf7cc39351ed1090ac46549c8f10e8
onion_sample_r_016_v1,onion_sample_r_016,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_016_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v1.txt,ba3bb854bd5f8b091e143f60bfd9b093925acdbb83e8415e96f839b5fc484bf5
onion_sample_r_016_v2,onion_sample_r_016,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_016_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v2.txt,9f339907c9eaba0bce66964ad085279f9aec5c1cdc38485fa94f2511c31120c0
onion_sample_r_016_v3,onion_sample_r_016,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_016_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v3.txt,23a20ab55d6e0ac13556519574f351439ff5644d0ba81c56b33f355fb4cf349a
onion_sample_r_016_v4,onion_sample_r_016,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_016_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_016_v4.txt,15e39815d2238d152cf06e9e2389ff31cceaf338d1623c21d6e4fe47034ebc83
onion_sample_r_018_v1,onion_sample_r_018,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_018_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_018_v1.txt,c604fc3cec087fff57769649f5c8ea6ee84e3e516507aa74044df74dccb0e481
onion_sample_r_020_v1,onion_sample_r_020,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_020_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v1.txt,bd12e02c8247518e6a1dbf621af878fa8484ed12860caa824353784a9245297c
onion_sample_r_020_v2,onion_sample_r_020,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_020_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v2.txt,479cb08c8c8166b06a01b325d1505dd5a557aa23177f6160990ea4f36f077708
onion_sample_r_020_v3,onion_sample_r_020,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_020_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v3.txt,e92dbe9be8525935df4cbd40fb0985e55e4c7236fa9a4d3634fd4b15d0210176
onion_sample_r_020_v4,onion_sample_r_020,train,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_020_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_020_v4.txt,38a15da42d1e46691d5a354efa375736cec740a05a00fd8d30771ec0782fd582
onion_sample_r_022_v1,onion_sample_r_022,train,2,ROTTEN,prepared_copy_only,data/processed/yolo/images/train/onion_sample_r_022_v1.jpeg,data/processed/yolo/labels/train/onion_sample_r_022_v1.txt,6924d65166689f6bf20d14df1fc1a1c448c156fb208914f881b3f5f545b42e70
onion_sample_r_022_v2,onion_sample_r_022,train,2,ROTTEN,prepared_copy_only,data/processed/yolo/images/train/onion_sample_r_022_v2.jpeg,data/processed/yolo/labels/train/onion_sample_r_022_v2.txt,76e0d050043c620122913e656c2bcf18abe4188afc9c1a514df7f345cb04828a
